,t,p,v,q,pwm,fa,hover_throttle,T_sp
196,1758984372.232139,"[0.0001599901507388755, 1.338803853294312e-16, 0.911632421118377]","[7.812749058450093e-16, -8.848867600605283e-16, -2.0684433816341068e-15]","[1.0, 1.2956077572420635e-16, -4.493713449082176e-16, 6.337707092836894e-20]","[0.5602871593796315, 0.5602871593796316, 0.5602871593796316, 0.5602871593796318]","[4.299708506642572e-15, 1.6410107299988728e-15, -52.11898076898158]",0.5,[28.014357968981578]
197,1758984372.2373488,"[0.0001599901507388792, 1.293931199983113e-16, 0.911632421118377]","[7.380383616525845e-16, -8.974530662239822e-16, -2.0684433816341068e-15]","[1.0, 1.3156100326415001e-16, -4.493713449082176e-16, 6.337707092836984e-20]","[0.5602871593796315, 0.5602871593796316, 0.5602871593796316, 0.5602871593796318]","[4.467148804001738e-15, 1.6442865156601673e-15, -52.11898076898158]",0.5,[28.014357968981578]
198,1758984372.242445,"[0.00015999015073888266, 1.248505242298056e-16, 0.911632421118377]","[6.922068246861705e-16, -9.08519153701141e-16, -2.0684433816341068e-15]","[1.0, 1.3386359461340995e-16, -4.493713449082176e-16, 6.337707092837088e-20]","[0.5602871593796315, 0.5602871593796316, 0.5602871593796316, 0.5602871593796318]","[3.978921178082425e-15, 1.9096253679240158e-15, -52.11898076898158]",0.5,[28.014357968981578]
199,1758984372.2511003,"[0.0001599901507388859, 1.2025567709919264e-16, 0.911632421118377]","[6.485010346650307e-16, -9.189694261225898e-16, -2.0684433816341068e-15]","[1.0, 1.3623038628892412e-16, -4.493713449082176e-16, 6.337707092837194e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[7.0543288229790786e-15, 2.960225187115922e-15, -52.11898076898158]",0.5,[28.014357968981578]
200,1758984372.2561502,"[0.00015999015073888895, 1.1560752060270925e-16, 0.911632421118377]","[6.052073561211087e-16, -9.29631299296676e-16, -2.0684433816341068e-15]","[1.0, 1.3870851018350853e-16, -4.493713449082176e-16, 6.337707092837306e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[6.02206987626662e-15, 2.9181383566458707e-15, -52.11898076898158]",0.5,[28.014357968981578]
201,1758984372.2612612,"[0.00015999015073889176, 1.1089213209516699e-16, 0.911632421118377]","[5.619934365120203e-16, -9.430777015084529e-16, -2.0684433816341068e-15]","[1.0, 1.4111484714087389e-16, -4.493713449082176e-16, 6.337707092837414e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[5.452604160418834e-15, 2.488343760778982e-15, -52.11898076898158]",0.5,[28.014357968981578]
202,1758984372.266329,"[0.00015999015073889437, 1.0610842208352187e-16, 0.911632421118377]","[5.186020403513863e-16, -9.567420023290232e-16, -2.0684433816341068e-15]","[1.0, 1.434591507509276e-16, -4.493713449082176e-16, 6.33770709283752e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.990384185571598e-15, 2.196427165791501e-15, -52.11898076898158]",0.5,[28.014357968981578]
203,1758984372.271432,"[0.00015999015073889675, 1.0125527894971357e-16, 0.911632421118377]","[4.751569091785554e-16, -9.706286267616623e-16, -2.0684433816341068e-15]","[1.0, 1.4574895658978568e-16, -4.493713449082176e-16, 6.337707092837622e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.731473100906485e-15, 2.0280495860138184e-15, -52.11898076898158]",0.5,[28.014357968981578]
204,1758984372.2765515,"[0.00015999015073889892, 9.63320593012618e-17, 0.911632421118377]","[4.31777728990984e-16, -9.846439296903542e-16, -2.0684433816341068e-15]","[1.0, 1.4799011542635096e-16, -4.493713449082176e-16, 6.337707092837723e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.598140513951243e-15, 1.9467903625982626e-15, -52.11898076898158]",0.5,[28.014357968981578]
205,1758984372.2815926,"[0.00015999015073890087, 9.134139985281876e-17, 0.911632421118377]","[3.884890872792726e-16, -9.98131889688607e-16, -2.0684433816341068e-15]","[1.0, 1.502577455164151e-16, -4.493713449082176e-16, 6.337707092837826e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.413500723226461e-15, 1.992752573357325e-15, -52.11898076898158]",0.5,[28.014357968981578]
206,1758984372.2866757,"[0.0001599901507389026, 8.629072589613071e-17, 0.911632421118377]","[3.451810636141254e-16, -1.0101347913376097e-15, -2.0684433816341068e-15]","[1.0, 1.5273212475542746e-16, -4.493713449082176e-16, 6.337707092837936e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.35118937953607e-15, 2.349024650175507e-15, -52.11898076898158]",0.5,[28.014357968981578]
207,1758984372.2917845,"[0.00015999015073890412, 8.116594575562269e-17, 0.911632421118377]","[3.0196730376903344e-16, -1.0249560281016046e-15, -2.0684433816341068e-15]","[1.0, 1.5518026570269668e-16, -4.493713449082176e-16, 6.337707092838046e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.3635036063240835e-15, 2.163300503667406e-15, -52.11898076898158]",0.5,[28.014357968981578]
208,1758984372.296885,"[0.00015999015073890543, 7.597475856582122e-17, 0.911632421118377]","[2.5858958947268006e-16, -1.0382374379602956e-15, -2.0684433816341068e-15]","[1.0, 1.5268515009651586e-16, -4.5013671229485e-16, 1.9162314983127453e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.374830718353012e-15, 2.069263159016357e-15, -52.11898076898158]",0.5,[28.014357968981578]
209,1758984372.3019645,"[0.0001599901507389065, 7.070881617649197e-17, 0.911632421118377]","[2.1504807050605655e-16, -1.05318847786585e-15, -2.0684433816341068e-15]","[1.0, 1.5018052497285587e-16, -4.508052339862645e-16, -2.505239606520282e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.3338122227046795e-15, 1.6666438141051973e-15, -52.11898076898158]",0.5,[28.014357968981578]
210,1758984372.3070037,"[0.00015999015073890735, 6.536983299836611e-17, 0.911632421118377]","[1.699802090795473e-16, -1.0677966356251696e-15, -2.0684433816341068e-15]","[1.0, 1.4766268216829033e-16, -4.515933115906478e-16, -7.057261647673874e-20]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.0074145501080425e-15, 1.3933749029926881e-15, -52.11898076898158]",0.5,[28.014357968981578]
211,1758984372.3121974,"[0.00015999015073890797, 5.996286971503075e-17, 0.911632421118377]","[1.2467200637527564e-16, -1.0813926566670725e-15, -2.0684433816341068e-15]","[1.0, 1.4504257135786163e-16, -4.524721111355557e-16, -1.1870384750377468e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.004853879414481e-15, 1.4024838015931448e-15, -52.11898076898158]",0.5,[28.014357968981578]
212,1758984372.3172839,"[0.00015999015073890838, 5.448531897733956e-17, 0.911632421118377]","[7.923646490387591e-17, -1.0955101475382368e-15, -2.0684433816341068e-15]","[1.0, 1.4241064373694185e-16, -4.534420160261422e-16, -1.6814057239044474e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.845686578602073e-15, 1.2206590262150065e-15, -52.11898076898158]",0.5,[28.014357968981578]
213,1758984372.3222578,"[0.00015999015073890854, 4.893831326377271e-17, 0.911632421118377]","[3.368853313613738e-17, -1.1094011427133705e-15, -2.0684433816341068e-15]","[1.0, 1.3977025912695958e-16, -4.545041634973575e-16, -2.188827989120899e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.573108699810534e-15, 1.035538990303106e-15, -52.11898076898158]",0.5,[28.014357968981578]
214,1758984372.3273475,"[0.0001599901507389085, 4.3323430034543306e-17, 0.911632421118377]","[-1.1972158249003837e-17, -1.12297664584588e-15, -2.0684433816341068e-15]","[1.0, 1.371153151403005e-16, -4.556592793961449e-16, -2.709305270818017e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.582261577322258e-15, 9.70640752441079e-16, -52.11898076898158]",0.5,[28.014357968981578]
215,1758984372.3324442,"[0.0001599901507389082, 3.7641475489775965e-17, 0.911632421118377]","[-5.774857051625608e-17, -1.1363909089534689e-15, -2.0684433816341068e-15]","[1.0, 1.3445644815131955e-16, -4.569075384104887e-16, -3.242837568927541e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.6070182468750146e-15, 9.065031016268468e-16, -52.11898076898158]",0.5,[28.014357968981578]
216,1758984372.3375535,"[0.00015999015073890768, 3.189349189257587e-17, 0.911632421118377]","[-1.0364593794390553e-16, -1.1495967194400192e-15, -2.0684433816341068e-15]","[1.0, 1.3179926444233046e-16, -4.582487535606918e-16, -3.7894248833840864e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.651540325776231e-15, 8.534663893567659e-16, -52.11898076898158]",0.5,[28.014357968981578]
217,1758984372.3426516,"[0.00015999015073890692, 2.608073395741467e-17, 0.911632421118377]","[-1.4973242683782358e-16, -1.1625515870322394e-15, -2.0684433816341068e-15]","[1.0, 1.291447918393919e-16, -4.596820803771652e-16, -4.3360121246792807e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.66304128589131e-15, 8.044958344965935e-16, -52.11898076898158]",0.5,[28.014357968981578]
218,1758984372.3477533,"[0.00015999015073890594, 2.0204735356076327e-17, 0.911632421118377]","[-1.9594803553219884e-16, -1.175199720267669e-15, -2.0684433816341068e-15]","[1.0, 1.264880421551973e-16, -4.61206413824444e-16, -4.882599370595662e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.687401655397933e-15, 7.737403503101136e-16, -52.11898076898158]",0.5,[28.014357968981578]
219,1758984372.3528209,"[0.00015999015073890475, 1.4267037869664817e-17, 0.911632421118377]","[-2.4071852436355433e-16, -1.1875394972823019e-15, -2.0684433816341068e-15]","[1.0, 1.2382388543637004e-16, -4.626023076138763e-16, -5.429186621098134e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.918830470697859e-15, 7.392339038131588e-16, -52.11898076898158]",0.5,[28.014357968981578]
220,1758984372.3579175,"[0.0001599901507389033, 8.269193771157247e-18, 0.911632421118377]","[-2.8534243570807773e-16, -1.1995688197015139e-15, -2.0684433816341068e-15]","[1.0, 1.2114705063536247e-16, -4.638818707267293e-16, -5.975773875960139e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.15823304813451e-15, 7.282092711829957e-16, -52.11898076898158]",0.5,[28.014357968981578]
221,1758984372.3629792,"[0.00015999015073890166, 2.2123352063032568e-18, 0.911632421118377]","[-3.301408027367906e-16, -1.211371712970798e-15, -2.0684433816341068e-15]","[1.0, 1.184614313806288e-16, -4.650610639891721e-16, -6.522361134965832e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.25150679215743e-15, 6.924837175659049e-16, -52.11898076898158]",0.5,[28.014357968981578]
222,1758984372.368071,"[0.0001599901507388998, -3.902315086372577e-18, 0.911632421118377]","[-3.7503712909245404e-16, -1.2229300585351667e-15, -2.0684433816341068e-15]","[1.0, 1.157690643823064e-16, -4.661358426546198e-16, -7.068948397910053e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.35813570546664e-15, 6.694655414512495e-16, -52.11898076898158]",0.5,[28.014357968981578]
223,1758984372.3731802,"[0.0001599901507388977, -1.0073171641682772e-17, 0.911632421118377]","[-4.2003262371061115e-16, -1.2341713110620388e-15, -2.0684433816341068e-15]","[1.0, 1.1306426259500935e-16, -4.671058419926775e-16, -7.615535664597801e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.451438235912482e-15, 6.609652256092304e-16, -52.11898076898158]",0.5,[28.014357968981578]
224,1758984372.3782535,"[0.00015999015073889537, -1.6298989773091853e-17, 0.911632421118377]","[-4.650877586620421e-16, -1.2451636262818162e-15, -2.0684433816341068e-15]","[1.0, 1.1034879534023611e-16, -4.67966316196574e-16, -8.162122934843729e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.461447315759057e-15, 6.306710973755776e-16, -52.11898076898158]",0.5,[28.014357968981578]
225,1758984372.383349,"[0.00015999015073889282, -2.2574672148194037e-17, 0.911632421118377]","[-5.101818219003166e-16, -1.2551364750204366e-15, -2.0684433816341068e-15]","[1.0, 1.075349653198293e-16, -4.687120681315849e-16, -8.72176529791789e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.505073027379789e-15, 7.324520202164507e-16, -52.11898076898158]",0.5,[28.014357968981578]
226,1758984372.3884401,"[0.00015999015073889006, -2.8902474510190936e-17, 0.911632421118377]","[-5.553528946713543e-16, -1.2655604723993803e-15, -2.0684433816341068e-15]","[1.0, 1.04707753631551e-16, -4.693539697149005e-16, -9.29446267581123e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.522804772956699e-15, 6.650269344142615e-16, -52.11898076898158]",0.5,[28.014357968981578]
227,1758984372.393526,"[0.00015999015073888705, -3.5281073738391894e-17, 0.911632421118377]","[-6.006713273992719e-16, -1.2757198456401914e-15, -2.0684433816341068e-15]","[1.0, 1.0186851726270893e-16, -4.699012481245807e-16, -9.880215068343538e-19]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.508818273855473e-15, 6.080303680949716e-16, -52.11898076898158]",0.5,[28.014357968981578]
228,1758984372.398634,"[0.00015999015073888382, -4.170905528785472e-17, 0.911632421118377]","[-6.460038111865253e-16, -1.285596309892564e-15, -2.0684433816341068e-15]","[1.0, 9.901677586444386e-17, -4.703456905162236e-16, -1.0479022475536729e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.535249399890518e-15, 5.696332277973268e-16, -52.11898076898158]",0.5,[28.014357968981578]
229,1758984372.4037392,"[0.00015999015073888035, -4.8180961757726613e-17, 0.911632421118377]","[-6.913179202421009e-16, -1.2943812939743794e-15, -2.0684433816341068e-15]","[1.0, 9.606532021101365e-17, -4.706799530679278e-16, -1.1090884897412136e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.554146069884855e-15, 6.662390367912544e-16, -52.11898076898158]",0.5,[28.014357968981578]
230,1758984372.4088335,"[0.00015999015073887667, -5.469962755258881e-17, 0.911632421118377]","[-7.381891154287063e-16, -1.3037331589724393e-15, -2.0684433816341068e-15]","[1.0, 9.310620265009875e-17, -4.711340311572413e-16, -1.1689692155097589e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.300304271260851e-15, 5.718060742106248e-16, -52.11898076898158]",0.5,[28.014357968981578]
231,1758984372.4139247,"[0.00015999015073887274, -6.126364255665031e-17, 0.911632421118377]","[-7.839196303436055e-16, -1.3128030008123015e-15, -2.0684433816341068e-15]","[1.0, 9.014028878976716e-17, -4.714732811252903e-16, -1.230155458318803e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.325709210748231e-15, 4.987097170286014e-16, -52.11898076898158]",0.5,[28.014357968981578]
232,1758984372.4189694,"[0.0001599901507388686, -6.787158828250008e-17, 0.911632421118377]","[-8.293937173701041e-16, -1.3215891451699536e-15, -2.0684433816341068e-15]","[1.0, 8.716833941599568e-17, -4.717001231805202e-16, -1.2926472026060663e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.3150913399603655e-15, 4.2695328927010543e-16, -52.11898076898158]",0.5,[28.014357968981578]
233,1758984372.4240692,"[0.00015999015073886423, -7.452247132811698e-17, 0.911632421118377]","[-8.748266209449564e-16, -1.3301766091233796e-15, -2.0684433816341068e-15]","[1.0, 8.4200315831542e-17, -4.718152297411838e-16, -1.3564444483344417e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.397074150358828e-15, 3.719489670988609e-16, -52.11898076898158]",0.5,[28.014357968981578]
234,1758984372.42915,"[0.00015999015073885962, -8.121023686902742e-17, 0.911632421118377]","[-9.203015774306665e-16, -1.33755310818209e-15, -2.0684433816341068e-15]","[1.0, 8.113058773707503e-17, -4.718248548918157e-16, -1.4228527044518209e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.411178462137491e-15, 4.719640402214797e-16, -52.11898076898158]",0.5,[28.014357968981578]
235,1758984372.4342246,"[0.0001599901507388548, -8.793834420549676e-17, 0.911632421118377]","[-9.656996403174666e-16, -1.345621467293868e-15, -2.0684433816341068e-15]","[1.0, 7.80726863570535e-17, -4.717172552877794e-16, -1.4905664542326283e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.4172355133447726e-15, 3.5856080332549354e-16, -52.11898076898158]",0.5,[28.014357968981578]
236,1758984372.4393039,"[0.00015999015073884975, -9.470531091526018e-17, 0.911632421118377]","[-1.0109879025263794e-15, -1.3533933419526842e-15, -2.0684433816341068e-15]","[1.0, 7.502695615000972e-17, -4.71481181225591e-16, -1.5595857054619695e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.437687180782144e-15, 2.770661495766352e-16, -52.11898076898158]",0.5,[28.014357968981578]
237,1758984372.4443688,"[0.00015999015073884447, -1.0150957658284184e-16, 0.911632421118377]","[-1.0563447635487859e-15, -1.3608531335163316e-15, -2.0684433816341068e-15]","[1.0, 7.199194414045322e-17, -4.711324385671734e-16, -1.6299104581621667e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.406722410065354e-15, 2.1425868714519353e-16, -52.11898076898158]",0.5,[28.014357968981578]
238,1758984372.449469,"[0.00015999015073883896, -1.0834927545385695e-16, 0.911632421118377]","[-1.1017046975244552e-15, -1.3679397742030242e-15, -2.0684433816341068e-15]","[1.0, 6.895953141371286e-17, -4.706731994497134e-16, -1.698929694445923e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.426347089703416e-15, 1.8577125828586879e-16, -52.11898076898158]",0.5,[28.014357968981578]
239,1758984372.4545815,"[0.00015999015073883322, -1.1522221970897587e-16, 0.911632421118377]","[-1.1470459755589751e-15, -1.374588851023784e-15, -2.0684433816341068e-15]","[1.0, 6.591466241736791e-17, -4.701058665044384e-16, -1.7666434298833617e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.445378090409564e-15, 1.8356565059439361e-16, -52.11898076898158]",0.5,[28.014357968981578]
240,1758984372.4596846,"[0.00015999015073882725, -1.2212727018262337e-16, 0.911632421118377]","[-1.1922303012444427e-15, -1.3810100947294997e-15, -2.0684433816341068e-15]","[1.0, 6.286495616170078e-17, -4.694155824228113e-16, -1.8330516644804043e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.4522912505903506e-15, 1.5852112382920406e-16, -52.11898076898158]",0.5,[28.014357968981578]
241,1758984372.4647872,"[0.00015999015073882105, -1.2906292902509592e-16, 0.911632421118377]","[-1.2388465195586353e-15, -1.3871317684945114e-15, -2.0684433816341068e-15]","[1.0, 5.981037080458404e-17, -4.688301793784901e-16, -1.9007654160932846e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.206996886998228e-15, 1.3257000500820307e-16, -52.11898076898158]",0.5,[28.014357968981578]
242,1758984372.4698923,"[0.00015999015073881462, -1.360282051611716e-16, 0.911632421118377]","[-1.2842303305433697e-15, -1.3930552272151325e-15, -2.0684433816341068e-15]","[1.0, 5.676180483989075e-17, -4.681172269903862e-16, -1.9671736512329583e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.240285755734874e-15, 9.002377412167077e-17, -52.11898076898158]",0.5,[28.014357968981578]
243,1758984372.4749591,"[0.00015999015073880798, -1.4302151517177178e-16, 0.911632421118377]","[-1.329262481483394e-15, -1.3986620021200374e-15, -2.0684433816341068e-15]","[1.0, 5.371735985132737e-17, -4.672799526951661e-16, -2.0322763854336174e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.243104688744759e-15, 4.907123946684126e-17, -52.11898076898158]",0.5,[28.014357968981578]
244,1758984372.480071,"[0.0001599901507388011, -1.5004135449743271e-16, 0.911632421118377]","[-1.3742822441056123e-15, -1.4039678651321875e-15, -2.0684433816341068e-15]","[1.0, 5.067679150022482e-17, -4.663371010319051e-16, -2.0960736187056722e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.292085883944292e-15, 2.200029879436446e-17, -52.11898076898158]",0.5,[28.014357968981578]
245,1758984372.4851475,"[0.000159990150738794, -1.5708621768405633e-16, 0.911632421118377]","[-1.419094456084338e-15, -1.408972637324722e-15, -2.0684433816341068e-15]","[1.0, 4.76397967072753e-17, -4.652705849684397e-16, -2.158565351020479e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.280659420328456e-15, -1.0244079022056235e-17, -52.11898076898158]",0.5,[28.014357968981578]
246,1758984372.490246,"[0.00015999015073878668, -1.6415456488583852e-16, 0.911632421118377]","[-1.4639981924379899e-15, -1.4136694403564396e-15, -2.0684433816341068e-15]","[1.0, 4.460529682087257e-17, -4.641110936616561e-16, -2.2197515823507107e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.264691867801001e-15, -3.496562058776986e-17, -52.11898076898158]",0.5,[28.014357968981578]
247,1758984372.4953349,"[0.00015999015073877914, -1.7124488850596433e-16, 0.911632421118377]","[-1.5086853462810473e-15, -1.4180647240251631e-15, -2.0684433816341068e-15]","[1.0, 4.157288097029728e-17, -4.628381606544864e-16, -2.279632312670394e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.247279852023466e-15, -6.097283099807921e-17, -52.11898076898158]",0.5,[28.014357968981578]
248,1758984372.5004153,"[0.00015999015073877136, -1.7835567965410334e-16, 0.911632421118377]","[-1.5532095100436665e-15, -1.4221582296278008e-15, -2.0684433816341068e-15]","[1.0, 3.854208890368997e-17, -4.614497674820604e-16, -2.3382075419548402e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.21972203466008e-15, -8.737124215822784e-17, -52.11898076898158]",0.5,[28.014357968981578]
249,1758984372.5055265,"[0.00015999015073876337, -1.8548534828302618e-16, 0.911632421118377]","[-1.5990739268663475e-15, -1.4259337257845661e-15, -2.0684433816341068e-15]","[1.0, 3.5510699796596074e-17, -4.601685426157756e-16, -2.3980882880698294e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.000369205327397e-15, -1.0630047794140641e-16, -52.11898076898158]",0.5,[28.014357968981578]
250,1758984372.510594,"[0.00015999015073875516, -1.9263234830260607e-16, 0.911632421118377]","[-1.6437266635970269e-15, -1.4294000039159812e-15, -2.0684433816341068e-15]","[1.0, 3.2477444756854035e-17, -4.587572607941131e-16, -2.4566635175354907e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.9642577761096156e-15, -1.3115922960116463e-16, -52.11898076898158]",0.5,[28.014357968981578]
251,1758984372.5156946,"[0.00015999015073874673, -1.997951643320357e-16, 0.911632421118377]","[-1.6881289843023023e-15, -1.4325632058859245e-15, -2.0684433816341068e-15]","[1.0, 2.944173456435512e-17, -4.5724413203796945e-16, -2.5139332458947368e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.99924758937225e-15, -1.5196880456622866e-16, -52.11898076898158]",0.5,[28.014357968981578]
252,1758984372.5208085,"[0.00015999015073873805, -2.0697227807189926e-16, 0.911632421118377]","[-1.7322077437416172e-15, -1.4354227479727112e-15, -2.0684433816341068e-15]","[1.0, 2.6402942777655676e-17, -4.556087314873807e-16, -2.5698974731662655e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.059103778120732e-15, -1.727454476974102e-16, -52.11898076898158]",0.5,[28.014357968981578]
253,1758984372.525899,"[0.00015999015073872916, -2.1416216814774786e-16, 0.911632421118377]","[-1.7761360694282033e-15, -1.4379780151697227e-15, -2.0684433816341068e-15]","[1.0, 2.336040901643308e-17, -4.53858058467772e-16, -2.6245561993293113e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.050868919950665e-15, -1.9683578852297178e-16, -52.11898076898158]",0.5,[28.014357968981578]
254,1758984372.531043,"[0.00015999015073872005, -2.2136346946884226e-16, 0.911632421118377]","[-1.8198748907843987e-15, -1.4402602642188788e-15, -2.0684433816341068e-15]","[1.0, 2.031686985373939e-17, -4.519892993386187e-16, -2.677909424364035e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[4.113680925287224e-15, -2.2205227078016915e-16, -52.11898076898158]",0.5,[28.014357968981578]
255,1758984372.536146,"[0.00015999015073871073, -2.2857481525778205e-16, 0.911632421118377]","[-1.8650041624023944e-15, -1.4422691577879632e-15, -2.0684433816341068e-15]","[1.0, 1.7275033756331362e-17, -4.502378901077515e-16, -2.732568166140825e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.830893552389415e-15, -2.5503129247493285e-16, -52.11898076898158]",0.5,[28.014357968981578]
256,1758984372.5412505,"[0.0001599901507387012, -2.3579459929048484e-16, 0.911632421118377]","[-1.908738540808072e-15, -1.443956806540561e-15, -2.0684433816341068e-15]","[1.0, 1.4232444797310032e-17, -4.483623592765292e-16, -2.785921391184191e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.8433597111706746e-15, -2.819082901051007e-16, -52.11898076898158]",0.5,[28.014357968981578]
257,1758984372.546376,"[0.00015999015073869143, -2.4302094129410007e-16, 0.911632421118377]","[-1.9520063730635612e-15, -1.445268400723043e-15, -2.0684433816341068e-15]","[1.0, 1.1180768975984855e-17, -4.463673491148384e-16, -2.8379691150412097e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.916468997057819e-15, -2.952691330008422e-16, -52.11898076898158]",0.5,[28.014357968981578]
258,1758984372.5514812,"[0.00015999015073868146, -2.502527865429906e-16, 0.911632421118377]","[-1.9949943504951523e-15, -1.446369049778111e-15, -2.0684433816341068e-15]","[1.0, 8.12951059479305e-18, -4.442504606730185e-16, -2.8887113377345366e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.936369903339088e-15, -3.291007849453091e-16, -52.11898076898158]",0.5,[28.014357968981578]
259,1758984372.5565872,"[0.00015999015073867127, -2.5748860161950933e-16, 0.911632421118377]","[-2.0377221761982796e-15, -1.4471630153037478e-15, -2.0684433816341068e-15]","[1.0, 5.077877159806715e-18, -4.420071419987451e-16, -2.938148059247167e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.9455569329722306e-15, -3.592489309139928e-16, -52.11898076898158]",0.5,[28.014357968981578]
