,t,p,v,q,pwm,fa,hover_throttle,T_sp
544,1758984374.0163338,"[0.0001599901507364847, -4.141032190170026e-16, 0.911632421118377]","[3.1358017010656957e-15, 4.619135812797998e-17, -2.0622229782917166e-15]","[1.0, 8.784686806259802e-17, 2.4481184012647313e-16, -3.803149794117584e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.0974211510582765e-15, 8.550280440945103e-16, -52.11898076898158]",0.5,[28.014357968981578]
545,1758984374.021425,"[0.0001599901507365005, -4.139143881444806e-16, 0.911632421118377]","[3.1590621006511164e-15, 3.776617450440964e-17, -2.0622229782917166e-15]","[1.0, 8.7665742927627e-17, 2.4082259381413465e-16, -3.7688858815836396e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.0100843322656777e-15, 8.4462947893865685e-16, -52.11898076898158]",0.5,[28.014357968981578]
546,1758984374.0264945,"[0.0001599901507365164, -4.137676114786322e-16, 0.911632421118377]","[3.1815410888370737e-15, 2.935533316966961e-17, -2.0622229782917166e-15]","[1.0, 8.747790760576478e-17, 2.367260021313839e-16, -3.73462196904032e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.9848567256378338e-15, 8.302835422833649e-16, -52.11898076898158]",0.5,[28.014357968981578]
547,1758984374.031596,"[0.00015999015073653243, -4.136628094214058e-16, 0.911632421118377]","[3.204143291839613e-15, 2.096041144527533e-17, -2.0622229782917166e-15]","[1.0, 8.728363050307363e-17, 2.326069267862574e-16, -3.700358056488088e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.8899757880896124e-15, 8.285377059946284e-16, -52.11898076898158]",0.5,[28.014357968981578]
548,1758984374.036715,"[0.00015999015073654856, -4.1359989463030386e-16, 0.911632421118377]","[3.2263284749045147e-15, 1.2582958220392828e-17, -2.0622229782917166e-15]","[1.0, 8.708308165024194e-17, 2.2844674460366927e-16, -3.666094143927386e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.8284447388504207e-15, 8.310566901773702e-16, -52.11898076898158]",0.5,[28.014357968981578]
549,1758984374.0418036,"[0.0001599901507365648, -4.135787721120112e-16, 0.911632421118377]","[3.2476170117925604e-15, 4.224503658525959e-18, -2.0622229782917166e-15]","[1.0, 8.687633296461484e-17, 2.2417844236351485e-16, -3.631830231358634e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.830041891319432e-15, 8.231823714576892e-16, -52.11898076898158]",0.5,[28.014357968981578]
550,1758984374.0469437,"[0.00015999015073658114, -4.1359933926742134e-16, 0.911632421118377]","[3.268936395696304e-15, -4.11343108202397e-18, -2.0622229782917166e-15]","[1.0, 8.666335848711507e-17, 2.1987967543400015e-16, -3.59756631878223e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.776568578655873e-15, 8.312534366346969e-16, -52.11898076898158]",0.5,[28.014357968981578]
551,1758984374.052018,"[0.0001599901507365976, -4.1366113319280002e-16, 0.911632421118377]","[3.289325007126663e-15, -1.2358785075732656e-17, -2.0622229782917166e-15]","[1.0, 8.643645673915888e-17, 2.1546583321695933e-16, -3.563302406198552e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.7625958048605916e-15, 8.291417851550944e-16, -52.11898076898158]",0.5,[28.014357968981578]
552,1758984374.0571394,"[0.00015999015073661415, -4.1376403207245105e-16, 0.911632421118377]","[3.309749103267163e-15, -2.0579775930201367e-17, -2.0622229782917166e-15]","[1.0, 8.619540661748801e-17, 2.1101780421489987e-16, -3.529038493607961e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.6909438685608565e-15, 8.395048133660216e-16, -52.11898076898158]",0.5,[28.014357968981578]
553,1758984374.0624893,"[0.0001599901507366308, -4.139082553009914e-16, 0.911632421118377]","[3.3298229408823326e-15, -2.884464570806833e-17, -2.0622229782917166e-15]","[1.0, 8.594746615848835e-17, 2.065324539664929e-16, -3.494774581010799e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.757851057346102e-15, 8.930294918022714e-16, -52.11898076898158]",0.5,[28.014357968981578]
554,1758984374.0675614,"[0.00015999015073664755, -4.1409330901038054e-16, 0.911632421118377]","[3.3488550340825077e-15, -3.701074187783164e-17, -2.0622229782917166e-15]","[1.0, 8.568463539282391e-17, 2.0192398006491094e-16, -3.4605106684073916e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.7064063329650204e-15, 8.660962866636188e-16, -52.11898076898158]",0.5,[28.014357968981578]
555,1758984374.0726838,"[0.00015999015073666438, -4.1431904003979524e-16, 0.911632421118377]","[3.3680368909011304e-15, -4.5146205882945144e-17, -2.0622229782917166e-15]","[1.0, 8.540639708621518e-17, 1.97276831265329e-16, -3.4262467557980477e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.5869780314575033e-15, 8.61319530843942e-16, -52.11898076898158]",0.5,[28.014357968981578]
556,1758984374.0777535,"[0.00015999015073668132, -4.1458528308779817e-16, 0.911632421118377]","[3.386338626660124e-15, -5.324860960058739e-17, -2.0622229782917166e-15]","[1.0, 8.511213485384948e-17, 1.9251768277904312e-16, -3.3919828431830617e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.5278122392008353e-15, 8.432701683570749e-16, -52.11898076898158]",0.5,[28.014357968981578]
557,1758984374.0828478,"[0.00015999015073669834, -4.1489221325982394e-16, 0.911632421118377]","[3.404672652408929e-15, -6.138603440515105e-17, -2.0622229782917166e-15]","[1.0, 8.480871448081101e-17, 1.877289181543976e-16, -3.3577189305627123e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.4038859942894059e-15, 8.259681142295407e-16, -52.11898076898158]",0.5,[28.014357968981578]
558,1758984374.087973,"[0.00015999015073671545, -4.152392911016978e-16, 0.911632421118377]","[3.4227105680482736e-15, -6.941556837477577e-17, -2.0622229782917166e-15]","[1.0, 8.448774029024577e-17, 1.8291849156974236e-16, -3.3234550179372657e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.2966392357233648e-15, 8.342084314600822e-16, -52.11898076898158]",0.5,[28.014357968981578]
559,1758984374.0931482,"[0.00015999015073673266, -4.156263166769267e-16, 0.911632421118377]","[3.4397355459566305e-15, -7.740511504578398e-17, -2.0622229782917166e-15]","[1.0, 8.414830223057144e-17, 1.7800616558470142e-16, -3.289191105306974e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.3244285813488878e-15, 8.518606480732438e-16, -52.11898076898158]",0.5,[28.014357968981578]
560,1758984374.0982866,"[0.00015999015073674995, -4.1605342934215923e-16, 0.911632421118377]","[3.4570003215246136e-15, -8.542253304650451e-17, -2.0622229782917166e-15]","[1.0, 8.379697443246066e-17, 1.7309097771030794e-16, -3.2549271926720768e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.1856288512676274e-15, 8.418552290322246e-16, -52.11898076898158]",0.5,[28.014357968981578]
561,1758984374.1033695,"[0.00015999015073676732, -4.165208381602313e-16, 0.911632421118377]","[3.473845994727553e-15, -9.348176361441216e-17, -2.0622229782917166e-15]","[1.0, 8.344194881415925e-17, 1.681629722493019e-16, -3.2206632800328024e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.037647557563048e-15, 8.065074241487972e-16, -52.11898076898158]",0.5,[28.014357968981578]
562,1758984374.1084962,"[0.00015999015073678478, -4.170283133610753e-16, 0.911632421118377]","[3.4901304959506607e-15, -1.0149504016880157e-16, -2.0622229782917166e-15]","[1.0, 8.308202280581681e-17, 1.632093699011811e-16, -3.1863993673893677e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-9.619536279014011e-16, 7.956784062300572e-16, -52.11898076898158]",0.5,[28.014357968981578]
563,1758984374.1136243,"[0.00015999015073680232, -4.1757561834635617e-16, 0.911632421118377]","[3.506026042334712e-15, -1.094609970561709e-16, -2.0622229782917166e-15]","[1.0, 8.271590131816402e-17, 1.582460431604659e-16, -3.1521354547419783e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-8.810808615185158e-16, 7.895477259111186e-16, -52.11898076898158]",0.5,[28.014357968981578]
564,1758984374.118751,"[0.0001599901507368199, -4.1816250906664445e-16, 0.911632421118377]","[3.5207255277013874e-15, -1.1737814405765098e-16, -2.0622229782917166e-15]","[1.0, 8.234219662590676e-17, 1.5317212646425782e-16, -3.11787154209083e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-9.24949920125108e-16, 7.857760101494614e-16, -52.11898076898158]",0.5,[28.014357968981578]
565,1758984374.1238775,"[0.00015999015073683758, -4.1878873335262653e-16, 0.911632421118377]","[3.5355112431985284e-15, -1.252448571964174e-16, -2.0622229782917166e-15]","[1.0, 8.195942823462236e-17, 1.4809089038670664e-16, -3.0836076294361095e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-8.389695152185156e-16, 7.8388997449665725e-16, -52.11898076898158]",0.5,[28.014357968981578]
566,1758984374.1289995,"[0.00015999015073685533, -4.1945403019972425e-16, 0.911632421118377]","[3.5500013448345083e-15, -1.3305936941954106e-16, -2.0622229782917166e-15]","[1.0, 8.15660227462128e-17, 1.4301161695973124e-16, -3.049343716777993e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-7.310067753694328e-16, 7.821622389949341e-16, -52.11898076898158]",0.5,[28.014357968981578]
567,1758984374.1341314,"[0.00015999015073687314, -4.201581290054224e-16, 0.911632421118377]","[3.5638935501574824e-15, -1.4081976113963568e-16, -2.0622229782917166e-15]","[1.0, 8.116031373970245e-17, 1.3791402703853251e-16, -3.015079804116649e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-6.65177632604313e-16, 7.842687693041291e-16, -52.11898076898158]",0.5,[28.014357968981578]
568,1758984374.1391897,"[0.00015999015073689103, -4.209011018331961e-16, 0.911632421118377]","[3.577291172328469e-15, -1.485945655547312e-16, -2.0622229782917166e-15]","[1.0, 8.074812763325342e-17, 1.3280208419531765e-16, -2.980815891452237e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-5.718196758814526e-16, 7.559206535452022e-16, -52.11898076898158]",0.5,[28.014357968981578]
569,1758984374.144313,"[0.00015999015073690898, -4.216826603482411e-16, 0.911632421118377]","[3.59026184017275e-15, -1.563117030090097e-16, -2.0622229782917166e-15]","[1.0, 8.03276114374111e-17, 1.2768591973172498e-16, -2.946551978784909e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-5.112958597614573e-16, 7.554268572113778e-16, -52.11898076898158]",0.5,[28.014357968981578]
570,1758984374.1494834,"[0.00015999015073692697, -4.225025078249624e-16, 0.911632421118377]","[3.60189210368486e-15, -1.6396949534424899e-16, -2.0622229782917166e-15]","[1.0, 7.989682137184044e-17, 1.224475324696504e-16, -2.91228806611481e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-6.075959488442484e-16, 7.679300507595901e-16, -52.11898076898158]",0.5,[28.014357968981578]
571,1758984374.15457,"[0.00015999015073694505, -4.233603382013856e-16, 0.911632421118377]","[3.613655328445197e-15, -1.7156607528463666e-16, -2.0622229782917166e-15]","[1.0, 7.945372269059472e-17, 1.172030098550416e-16, -2.8780241534420764e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-5.127974896236262e-16, 7.563096869538695e-16, -52.11898076898158]",0.5,[28.014357968981578]
572,1758984374.1596935,"[0.00015999015073696319, -4.2425618821542985e-16, 0.911632421118377]","[3.625136117068178e-15, -1.7917000280885883e-16, -2.0622229782917166e-15]","[1.0, 7.900377665559577e-17, 1.1196366539845646e-16, -2.8437602407668388e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-4.1030663234482433e-16, 7.47657292521652e-16, -52.11898076898158]",0.5,[28.014357968981578]
573,1758984374.1648304,"[0.00015999015073698137, -4.2518981394467864e-16, 0.911632421118377]","[3.636092792142217e-15, -1.8672514584975716e-16, -2.0622229782917166e-15]","[1.0, 7.854648244696755e-17, 1.067206077474582e-16, -2.809496328089221e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.336102986827264e-16, 7.443459616236977e-16, -52.11898076898158]",0.5,[28.014357968981578]
574,1758984374.1699274,"[0.00015999015073699962, -4.261608837879846e-16, 0.911632421118377]","[3.646510507461111e-15, -1.9421396866118654e-16, -2.0622229782917166e-15]","[1.0, 7.807953362415667e-17, 1.0147075719698216e-16, -2.7752324154093416e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.571106829758585e-16, 7.339359444099378e-16, -52.11898076898158]",0.5,[28.014357968981578]
575,1758984374.1750584,"[0.00015999015073701788, -4.2716905720339917e-16, 0.911632421118377]","[3.656384295814905e-15, -2.0163468308291558e-16, -2.0622229782917166e-15]","[1.0, 7.760053517705829e-17, 9.621095551627706e-17, -2.740968502727312e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.0676103334366193e-16, 7.371559868084142e-16, -52.11898076898158]",0.5,[28.014357968981578]
576,1758984374.180187,"[0.0001599901507370362, -4.2821433670340275e-16, 0.911632421118377]","[3.6657506799250794e-15, -2.090559000007226e-16, -2.0622229782917166e-15]","[1.0, 7.711459115794241e-17, 9.094333056142243e-17, -2.7067045900432385e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.5479530121506917e-16, 7.288039823636367e-16, -52.11898076898158]",0.5,[28.014357968981578]
577,1758984374.1852703,"[0.00015999015073705458, -4.2929636424451186e-16, 0.911632421118377]","[3.674608876357619e-15, -2.1640550822182109e-16, -2.0622229782917166e-15]","[1.0, 7.661912830592652e-17, 8.566882134015624e-17, -2.6724406773572226e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-8.933773584919654e-17, 7.143379534555792e-16, -52.11898076898158]",0.5,[28.014357968981578]
578,1758984374.1904063,"[0.000159990150737073, -4.3041477298112026e-16, 0.911632421118377]","[3.682863669813189e-15, -2.2368174732167523e-16, -2.0622229782917166e-15]","[1.0, 7.611148661226521e-17, 8.037528799297419e-17, -2.6381767646693605e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-5.874303109357272e-17, 7.195868476619773e-16, -52.11898076898158]",0.5,[28.014357968981578]
579,1758984374.1955304,"[0.00015999015073709145, -4.31569665403078e-16, 0.911632421118377]","[3.6905369724137045e-15, -2.309784843915415e-16, -2.0622229782917166e-15]","[1.0, 7.55992199491872e-17, 7.505694935536815e-17, -2.6039128519797435e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.807174965097733e-17, 7.065076869019915e-16, -52.11898076898158]",0.5,[28.014357968981578]
580,1758984374.2006605,"[0.00015999015073710993, -4.3276101162927315e-16, 0.911632421118377]","[3.697650041100635e-15, -2.382692452390368e-16, -2.0622229782917166e-15]","[1.0, 7.508708145054041e-17, 6.971051392404513e-17, -2.5696489392884587e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.2847109352620997e-18, 6.903934163048496e-16, -52.11898076898158]",0.5,[28.014357968981578]
581,1758984374.205784,"[0.00015999015073712845, -4.33988504731759e-16, 0.911632421118377]","[3.704461828023504e-15, -2.454986204971659e-16, -2.0622229782917166e-15]","[1.0, 7.457386819232261e-17, 6.436798717959522e-17, -2.5353850265955884e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[7.755211894545337e-17, 6.785869095203761e-16, -52.11898076898158]",0.5,[28.014357968981578]
582,1758984374.2109234,"[0.00015999015073714699, -4.3525175341703547e-16, 0.911632421118377]","[3.710643834885856e-15, -2.5264973705529605e-16, -2.0622229782917166e-15]","[1.0, 7.405657823376155e-17, 5.90076479114318e-17, -2.5011211139012113e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.2331738238383853e-16, 6.77436855196002e-16, -52.11898076898158]",0.5,[28.014357968981578]
583,1758984374.2160332,"[0.00015999015073716558, -4.3655071361097035e-16, 0.911632421118377]","[3.716371551653244e-15, -2.597920387869747e-16, -2.0622229782917166e-15]","[1.0, 7.353971577117566e-17, 5.364276775792171e-17, -2.4668572012054016e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.8793730911047704e-16, 6.611274093940821e-16, -52.11898076898158]",0.5,[28.014357968981578]
584,1758984374.2211618,"[0.0001599901507371842, -4.3788498452809006e-16, 0.911632421118377]","[3.721586955953152e-15, -2.668541834239433e-16, -2.0622229782917166e-15]","[1.0, 7.302011380625381e-17, 4.827298724726421e-17, -2.4325932885082307e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.459410446166286e-16, 6.580992518970771e-16, -52.11898076898158]",0.5,[28.014357968981578]
585,1758984374.2262871,"[0.00015999015073720282, -4.39254160155581e-16, 0.911632421118377]","[3.726252503362659e-15, -2.738351254981872e-16, -2.0622229782917166e-15]","[1.0, 7.249452491853412e-17, 4.289468375759272e-17, -2.398329375809766e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.9769668854222517e-16, 6.584647725912495e-16, -52.11898076898158]",0.5,[28.014357968981578]
586,1758984374.2314196,"[0.00015999015073722147, -4.4065818082603206e-16, 0.911632421118377]","[3.73041458184701e-15, -2.808041340902152e-16, -2.0622229782917166e-15]","[1.0, 7.19672085284789e-17, 3.751193086939464e-17, -2.364065463110071e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.5157302927806266e-16, 6.519320299774007e-16, -52.11898076898158]",0.5,[28.014357968981578]
587,1758984374.2365453,"[0.00015999015073724015, -4.420967090906032e-16, 0.911632421118377]","[3.734020869970526e-15, -2.8770565291422493e-16, -2.0622229782917166e-15]","[1.0, 7.143647081548263e-17, 3.212017314173813e-17, -2.329801550409207e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[4.002788284967211e-16, 6.469593568834759e-16, -52.11898076898158]",0.5,[28.014357968981578]
588,1758984374.2416685,"[0.00015999015073725882, -4.4356932215241053e-16, 0.911632421118377]","[3.737126136268053e-15, -2.945226123614686e-16, -2.0622229782917166e-15]","[1.0, 7.089882169855981e-17, 2.6724137705898333e-17, -2.295537637707232e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[4.540859674788698e-16, 6.465387020882457e-16, -52.11898076898158]",0.5,[28.014357968981578]
589,1758984374.246793,"[0.00015999015073727752, -4.450759431598764e-16, 0.911632421118377]","[3.7397008864639865e-15, -3.01324201493168e-16, -2.0622229782917166e-15]","[1.0, 7.035827892066155e-17, 2.1322789657504138e-17, -2.261273725004201e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[5.059674976776255e-16, 6.384597024665375e-16, -52.11898076898158]",0.5,[28.014357968981578]
590,1758984374.251927,"[0.00015999015073729623, -4.466161371069652e-16, 0.911632421118377]","[3.741831360040197e-15, -3.080387894177628e-16, -2.0622229782917166e-15]","[1.0, 6.981119234837661e-17, 1.592797165219685e-17, -2.227009812300166e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[5.700134852571422e-16, 6.388887956496303e-16, -52.11898076898158]",0.5,[28.014357968981578]
591,1758984374.2570753,"[0.00015999015073731496, -4.48189815146616e-16, 0.911632421118377]","[3.743360109661864e-15, -3.1473560793016887e-16, -2.0622229782917166e-15]","[1.0, 6.926142065331496e-17, 1.052696623663174e-17, -2.192745899595177e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[6.162260607342746e-16, 6.34436631536899e-16, -52.11898076898158]",0.5,[28.014357968981578]
592,1758984374.2621973,"[0.00015999015073733368, -4.497965304580376e-16, 0.911632421118377]","[3.7443138160223326e-15, -3.213430622842978e-16, -2.0622229782917166e-15]","[1.0, 6.870515655843323e-17, 5.115862512609296e-18, -2.158481986889281e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[6.574776446975993e-16, 6.296258931101905e-16, -52.11898076898158]",0.5,[28.014357968981578]
593,1758984374.2674732,"[0.00015999015073735241, -4.514362623165836e-16, 0.911632421118377]","[3.74481488008026e-15, -3.2794637170921383e-16, -2.0622229782917166e-15]","[1.0, 6.814781873121289e-17, -2.9308808176950125e-19, -2.1242180741825227e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[7.117983211052075e-16, 6.486043786143697e-16, -52.11898076898158]",0.5,[28.014357968981578]
594,1758984374.2725127,"[0.00015999015073737114, -4.531085530546764e-16, 0.911632421118377]","[3.744884015485329e-15, -3.344581476185771e-16, -2.0622229782917166e-15]","[1.0, 6.758544528494493e-17, -5.6887717838615905e-18, -2.0899541614749452e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[7.825319195603437e-16, 6.14821447940629e-16, -52.11898076898158]",0.5,[28.014357968981578]
595,1758984374.277602,"[0.00015999015073738987, -4.548129389201151e-16, 0.911632421118377]","[3.7443260908337705e-15, -3.4087717308774564e-16, -2.0622229782917166e-15]","[1.0, 6.701399976230677e-17, -1.1087827962902305e-17, -2.0556902487665893e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[8.283926184666012e-16, 6.078889272780196e-16, -52.11898076898158]",0.5,[28.014357968981578]
596,1758984374.2827258,"[0.0001599901507374086, -4.565493011251931e-16, 0.911632421118377]","[3.743308103293608e-15, -3.4727244101558227e-16, -2.0622229782917166e-15]","[1.0, 6.64369554252896e-17, -1.647751773261757e-17, -2.021426336057493e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[8.869443715328936e-16, 6.031729902713793e-16, -52.11898076898158]",0.5,[28.014357968981578]
597,1758984374.2878556,"[0.0001599901507374273, -4.583171616757858e-16, 0.911632421118377]","[3.741712136337426e-15, -3.5357211011855875e-16, -2.0622229782917166e-15]","[1.0, 6.585012375136042e-17, -2.186684439354217e-17, -1.987162423347693e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[9.339428061122265e-16, 6.055235190357073e-16, -52.11898076898158]",0.5,[28.014357968981578]
598,1758984374.292981,"[0.000159990150737446, -4.601123909173987e-16, 0.911632421118377]","[3.739664974617788e-15, -3.5904584832257726e-16, -2.0622229782917166e-15]","[1.0, 6.517096458488816e-17, -2.724350141174998e-17, -1.9528985106372244e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[9.934954356169706e-16, 7.280726922986523e-16, -52.11898076898158]",0.5,[28.014357968981578]
599,1758984374.2981043,"[0.00015999015073746468, -4.619386873864716e-16, 0.911632421118377]","[3.736951059333369e-15, -3.6525929381455754e-16, -2.0622229782917166e-15]","[1.0, 6.448615507964421e-17, -3.262919241161882e-17, -1.9186345979261202e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.0260604085652264e-15, 6.695435481242864e-16, -52.11898076898158]",0.5,[28.014357968981578]
600,1758984374.3031976,"[0.00015999015073748336, -4.637958621855193e-16, 0.911632421118377]","[3.73377317990321e-15, -3.714349598095512e-16, -2.0622229782917166e-15]","[1.0, 6.379883835715762e-17, -3.801056208065557e-17, -1.884370685214412e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.071544606557597e-15, 6.18157526746048e-16, -52.11898076898158]",0.5,[28.014357968981578]
601,1758984374.308326,"[0.000159990150737502, -4.656833688958111e-16, 0.911632421118377]","[3.73001897422551e-15, -3.775013420583536e-16, -2.0622229782917166e-15]","[1.0, 6.310450292265778e-17, -4.339634383540873e-17, -1.8501067725021295e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.1138734840446368e-15, 5.963463536485335e-16, -52.11898076898158]",0.5,[28.014357968981578]
602,1758984374.3134546,"[0.00015999015073752063, -4.676010070953748e-16, 0.911632421118377]","[3.725788384094251e-15, -3.835276399127353e-16, -2.0622229782917166e-15]","[1.0, 6.240615096251816e-17, -4.8777814921213694e-17, -1.815842859789301e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.1668794182745615e-15, 5.750993570272482e-16, -52.11898076898158]",0.5,[28.014357968981578]
603,1758984374.318579,"[0.00015999015073753922, -4.695482980510632e-16, 0.911632421118377]","[3.721006807735701e-15, -3.894581911376953e-16, -2.0622229782917166e-15]","[1.0, 6.170084737261275e-17, -5.415979531059462e-17, -1.781578947075954e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.2137958909303282e-15, 5.624324628405389e-16, -52.11898076898158]",0.5,[28.014357968981578]
604,1758984374.3237076,"[0.0001599901507375578, -4.715250292836837e-16, 0.911632421118377]","[3.7157275056850995e-15, -3.953462465240933e-16, -2.0622229782917166e-15]","[1.0, 6.099145502599195e-17, -5.95373610673046e-17, -1.747315034362114e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.266765963583214e-15, 5.48100456737961e-16, -52.11898076898158]",0.5,[28.014357968981578]
605,1758984374.3288388,"[0.00015999015073757633, -4.735306302602584e-16, 0.911632421118377]","[3.71001490662925e-15, -4.0112019531494913e-16, -2.0622229782917166e-15]","[1.0, 6.027318651522627e-17, -6.489849197958616e-17, -1.713051121647805e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.3335364485673085e-15, 5.44011938833453e-16, -52.11898076898158]",0.5,[28.014357968981578]
606,1758984374.3339636,"[0.00015999015073759484, -4.755648755934289e-16, 0.911632421118377]","[3.7036430795356794e-15, -4.06849066634099e-16, -2.0622229782917166e-15]","[1.0, 5.954876828847618e-17, -7.026460122268989e-17, -1.6787872089330508e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.370480752546845e-15, 5.33275722412473e-16, -52.11898076898158]",0.5,[28.014357968981578]
607,1758984374.339087,"[0.00015999015073761333, -4.776272605282538e-16, 0.911632421118377]","[3.696784353350819e-15, -4.124769869649801e-16, -2.0622229782917166e-15]","[1.0, 5.881499826066056e-17, -7.562594266299821e-17, -1.644523296217873e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.417399995821138e-15, 5.282501606707095e-16, -52.11898076898158]",0.5,[28.014357968981578]
